"run","NLToroidal","NRLoop","manip","NWSym","numPlayers","network","strat","randomSeed","NRSym","memorySize","NWDegree","networkPresent","stopTime","NWBeta","NRDensity","breakTies"
466,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271313411,"true",5,4,"false",500,0.465,0.5,"true"
481,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271313604,"true",5,4,"false",500,0.48,0.5,"true"
496,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271313889,"true",5,4,"false",500,0.495,0.5,"true"
511,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271314176,"true",5,4,"false",500,0.51,0.5,"true"
526,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271314409,"true",5,4,"false",500,0.525,0.5,"true"
541,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271314588,"true",5,4,"false",500,0.54,0.5,"true"
556,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271314928,"true",5,4,"false",500,0.555,0.5,"true"
571,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271315162,"true",5,4,"false",500,0.57,0.5,"true"
586,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271315391,"true",5,4,"false",500,0.585,0.5,"true"
601,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271315641,"true",5,4,"false",500,0.6,0.5,"true"
616,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271315884,"true",5,4,"false",500,0.615,0.5,"true"
631,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271316117,"true",5,4,"false",500,0.63,0.5,"true"
646,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271316407,"true",5,4,"false",500,0.645,0.5,"true"
661,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271316630,"true",5,4,"false",500,0.66,0.5,"true"
676,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271316808,"true",5,4,"false",500,0.675,0.5,"true"
691,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271317112,"true",5,4,"false",500,0.69,0.5,"true"
706,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271317412,"true",5,4,"false",500,0.705,0.5,"true"
721,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271317646,"true",5,4,"false",500,0.72,0.5,"true"
736,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271317880,"true",5,4,"false",500,0.735,0.5,"true"
751,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271318077,"true",5,4,"false",500,0.75,0.5,"true"
766,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271318416,"true",5,4,"false",500,0.765,0.5,"true"
781,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271318686,"true",5,4,"false",500,0.78,0.5,"true"
796,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271318879,"true",5,4,"false",500,0.795,0.5,"true"
811,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319080,"true",5,4,"false",500,0.81,0.5,"true"
826,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319413,"true",5,4,"false",500,0.825,0.5,"true"
841,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319636,"true",5,4,"false",500,0.84,0.5,"true"
856,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319801,"true",5,4,"false",500,0.855,0.5,"true"
871,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320021,"true",5,4,"false",500,0.87,0.5,"true"
886,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320331,"true",5,4,"false",500,0.885,0.5,"true"
901,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320590,"true",5,4,"false",500,0.9,0.5,"true"
916,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320798,"true",5,4,"false",500,0.915,0.5,"true"
931,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321042,"true",5,4,"false",500,0.93,0.5,"true"
946,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321373,"true",5,4,"false",500,0.945,0.5,"true"
961,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321588,"true",5,4,"false",500,0.96,0.5,"true"
976,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321804,"true",5,4,"false",500,0.975,0.5,"true"
991,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271322135,"true",5,4,"false",500,0.99,0.5,"true"
1006,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322425,"true",5,4,"false",500,0.004,0.5,"true"
1021,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322725,"true",5,4,"false",500,0.019,0.5,"true"
1036,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322937,"true",5,4,"false",500,0.034,0.5,"true"
