"run","NLToroidal","NRLoop","manip","NWSym","numPlayers","network","strat","randomSeed","NRSym","memorySize","NWDegree","networkPresent","stopTime","NWBeta","NRDensity","breakTies"
2506,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272440172,"true",5,4,"false",500,0.503,0.5,"true"
2521,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272440547,"true",5,4,"false",500,0.518,0.5,"true"
2536,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272440942,"true",5,4,"false",500,0.533,0.5,"true"
2551,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272441451,"true",5,4,"false",500,0.548,0.5,"true"
2566,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272441924,"true",5,4,"false",500,0.563,0.5,"true"
2581,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272442355,"true",5,4,"false",500,0.578,0.5,"true"
2596,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272442737,"true",5,4,"false",500,0.593,0.5,"true"
2611,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272443159,"true",5,4,"false",500,0.608,0.5,"true"
2626,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272443533,"true",5,4,"false",500,0.623,0.5,"true"
2641,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272443915,"true",5,4,"false",500,0.638,0.5,"true"
2656,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272444180,"true",5,4,"false",500,0.653,0.5,"true"
2671,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272444461,"true",5,4,"false",500,0.668,0.5,"true"
2686,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272444703,"true",5,4,"false",500,0.683,0.5,"true"
2701,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272444925,"true",5,4,"false",500,0.698,0.5,"true"
2716,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445202,"true",5,4,"false",500,0.713,0.5,"true"
2731,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445360,"true",5,4,"false",500,0.728,0.5,"true"
